1259,0.219,Kepler-282 d,2013
1528,0.219,Kepler-397 b,2014
727,0.22,Kepler-60 c,2012
769,0.22,Kepler-82 e,2014
1046,0.22,Kepler-198 c,2014
1056,0.22,Kepler-203 c,2014
1213,0.22,Kepler-263 c,2014
1227,0.22,Kepler-269 b,2014
1325,0.22,Kepler-306 d,2014
1335,0.22,Kepler-310 d,2014
1197,0.221,Kepler-256 d,2014
1220,0.221,Kepler-266 b,2014
612,0.222,Kepler-11 f,2010
1013,0.222,Kepler-184 d,2014
1218,0.222,Kepler-265 d,2014
1412,0.222,Kepler-342 d,2014
829,0.223,Kepler-106 c,2014
878,0.223,Kepler-126 d,2014
1192,0.223,Kepler-254 d,2014
1303,0.223,Kepler-298 d,2014
995,0.224,Kepler-176 d,2014
1153,0.224,Kepler-239 c,2014
1332,0.224,Kepler-309 c,2014
839,0.225,Kepler-109 c,2014
1454,0.225,Kepler-361 c,2014
850,0.226,Kepler-114 d,2013
940,0.226,Kepler-153 c,2014
1058,0.226,Kepler-204 b,2014
1340,0.226,Kepler-313 b,2014
1404,0.226,Kepler-340 b,2014
695,0.227,Kepler-49 c,2012
728,0.227,Kepler-60 d,2012
885,0.227,Kepler-129 c,2014
946,0.227,Kepler-156 c,2014
1225,0.227,Kepler-268 b,2014
1366,0.227,Kepler-325 c,2014
831,0.228,Kepler-106 e,2014
980,0.228,Kepler-171 c,2014
991,0.228,Kepler-175 b,2014
1055,0.229,Kepler-203 b,2014
1157,0.229,Kepler-241 c,2014
1165,0.229,Kepler-245 b,2014
1341,0.229,Kepler-313 c,2014
738,0.23,Kepler-65 c,2012
976,0.23,Kepler-169 f,2014
1007,0.23,Kepler-182 b,2014
755,0.231,Kepler-79 b,2012
1035,0.231,Kepler-194 c,2014
1219,0.231,Kepler-265 e,2014
639,0.232,Kepler-25 b,2011
776,0.232,Kepler-84 e,2014
800,0.232,Kepler-92 c,2013
852,0.232,Kepler-115 c,2014
868,0.232,Kepler-122 e,2014
994,0.232,Kepler-176 c,2014
1082,0.233,Kepler-214 b,2014
1158,0.233,Kepler-242 b,2014
1199,0.233,Kepler-257 b,2014
1264,0.233,Kepler-284 c,2014
1415,0.233,Kepler-344 b,2014
1104,0.235,Kepler-221 e,2014
1217,0.235,Kepler-265 c,2014
1353,0.235,Kepler-319 c,2014
759,0.236,Kepler-80 b,2012
881,0.236,Kepler-127 d,2014
920,0.236,Kepler-145 b,2013
1188,0.236,Kepler-253 c,2014
1305,0.236,Kepler-299 c,2014
1485,0.236,Kepler-375 c,2014
794,0.237,KOI-351 e,2013
880,0.237,Kepler-127 c,2014
1419,0.237,Kepler-346 b,2014
806,0.238,Kepler-96 b,2014
1021,0.238,Kepler-187 c,2014
1212,0.238,Kepler-263 b,2014
1275,0.238,Kepler-288 d,2014
1285,0.238,Kepler-292 e,2014
1444,0.238,Kepler-357 c,2014
971,0.24,Kepler-168 c,2014
660,0.241,Kepler-32 d,2012
1124,0.241,Kepler-228 c,2014
1205,0.241,Kepler-259 c,2014
1279,0.241,Kepler-290 c,2014
1136,0.242,Kepler-233 c,2014
1290,0.242,Kepler-294 c,2014
1322,0.242,Kepler-305 d,2014
1440,0.242,Kepler-355 c,2014
694,0.243,Kepler-49 b,2012
1446,0.243,Kepler-358 b,2014
962,0.244,Kepler-164 c,2014
1030,0.244,Kepler-192 b,2014
1079,0.244,Kepler-212 c,2014
1103,0.244,Kepler-221 d,2014
1504,0.244,Kepler-385 b,2014
627,0.245,Kepler-20 d,2011
1033,0.245,Kepler-193 c,2014
1319,0.245,Kepler-304 d,2014
985,0.246,Kepler-172 e,2014
1162,0.246,Kepler-244 b,2014
756,0.247,Kepler-79 c,2012
1182,0.247,Kepler-251 c,2014
1183,0.247,Kepler-251 d,2014
1184,0.247,Kepler-251 e,2014
638,0.248,Kepler-24 e,2014
721,0.248,Kepler-58 b,2012
