# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 17 15:56:00 2014
#
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN st_dist:        Distance (val)
# COLUMN st_disterr1:    Distance (upper unc)
# COLUMN st_disterr2:    Distance (lower unc)
# COLUMN st_distlim:     Distance (limit flag)
# COLUMN pl_disc:        Year of Discovery
#
rowid,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,st_dist,st_disterr1,st_disterr2,st_distlim,pl_disc
1265,,,,,,,,,,,,,2014
1266,,,,,,,,,,,,,2014
1267,,,,,,,,,,,,,2014
1268,,,,,,,,,,,,,2014
1269,,,,,,,,,,,,,2014
1270,,,,,,,,,,,,,2014
1271,,,,,,,,,,,,,2014
1272,,,,,,,,,,,,,2014
1273,,,,,,,,,,,,,2014
1274,,,,,,,,,,,,,2014
1275,,,,,,,,,,,,,2014
1276,,,,,,,,,,,,,2014
1277,,,,,,,,,,,,,2014
1278,,,,,,,,,,,,,2014
1279,,,,,,,,,,,,,2014
1280,,,,,,,,,,,,,2014
1281,,,,,,,,,,,,,2014
1282,,,,,,,,,,,,,2014
1283,,,,,,,,,,,,,2014
1284,,,,,,,,,,,,,2014
1285,,,,,,,,,,,,,2014
1286,,,,,,,,,,,,,2014
1287,,,,,,,,,,,,,2014
1288,,,,,,,,,,,,,2014
1289,,,,,,,,,,,,,2014
1290,,,,,,,,,,,,,2014
1291,,,,,,,,,,,,,2014
1292,,,,,,,,,,,,,2014
1293,,,,,,,,,,,,,2014
1294,,,,,,,,,,,,,2014
1295,,,,,,,,,,,,,2014
1296,,,,,,,,,,,,,2014
1297,,,,,,,,,,,,,2014
1298,,,,,,,,,,,,,2014
1299,,,,,,,,,,,,,2014
1300,,,,,,,,,,,,,2014
1301,,,,,,,,,,,,,2014
1302,,,,,,,,,,,,,2014
1303,,,,,,,,,,,,,2014
1304,,,,,,,,,,,,,2014
1305,,,,,,,,,,,,,2014
1306,,,,,,,,,,,,,2014
1307,,,,,,,,,,,,,2014
1308,,,,,,,,,,,,,2014
1309,,,,,,,,,,,,,2014
1310,,,,,,,,,,,,,2014
1311,,,,,,,,,,,,,2014
1312,,,,,,,,,,,,,2014
1313,,,,,,,,,,,,,2014
1314,,,,,,,,,,,,,2014
1315,,,,,,,,,,,,,2014
1316,,,,,,,,,,,,,2014
1317,,,,,,,,,,,,,2014
1318,,,,,,,,,,,,,2014
1319,,,,,,,,,,,,,2014
1320,0.03300,0.00800,-0.00600,0,,,,,,,,,2013
1321,0.01900,0.00800,-0.00700,0,,,,,,,,,2013
1322,,,,,,,,,,,,,2014
1323,,,,,,,,,,,,,2014
1324,,,,,,,,,,,,,2014
1325,,,,,,,,,,,,,2014
1326,,,,,,,,,,,,,2014
1327,0.01000,0.00200,-0.00200,0,,,,,,,,,2013
1328,0.00500,0.00200,-0.00100,0,,,,,,,,,2013
1329,,,,,,,,,,,,,2014
1330,,,,,,,,,,,,,2014
1331,,,,,,,,,,,,,2014
1332,,,,,,,,,,,,,2014
1333,,,,,,,,,,,,,2014
1334,,,,,,,,,,,,,2014
1335,,,,,,,,,,,,,2014
1336,,,,,,,,,,,,,2014
1337,,,,,,,,,,,,,2014
1338,,,,,,,,,,,,,2014
1339,,,,,,,,,,,,,2014
1340,,,,,,,,,,,,,2014
1341,,,,,,,,,,,,,2014
1342,,,,,,,,,,,,,2014
1343,,,,,,,,,,,,,2014
1344,,,,,,,,,,,,,2014
1345,,,,,,,,,,,,,2014
1346,,,,,,,,,,,,,2014
1347,,,,,,,,,,,,,2014
1348,,,,,,,,,,,,,2014
1349,,,,,,,,,,,,,2014
1350,,,,,,,,,,,,,2014
1351,,,,,,,,,,,,,2014
1352,,,,,,,,,,,,,2014
1353,,,,,,,,,,,,,2014
1354,,,,,,,,,,,,,2014
1355,,,,,,,,,,,,,2014
1356,,,,,,,,,,,,,2014
1357,,,,,,,,,,,,,2014
1358,,,,,,,,,,,,,2014
1359,,,,,,,,,,,,,2014
1360,,,,,,,,,,,,,2014
1361,,,,,,,,,,,,,2014
1362,,,,,,,,,,,,,2014
1363,,,,,,,,,,,,,2014
1364,,,,,,,,,,,,,2014
1365,,,,,,,,,,,,,2014
1366,,,,,,,,,,,,,2014
1367,,,,,,,,,,,,,2014
1368,,,,,,,,,,,,,2014
1369,,,,,,,,,,,,,2014
1370,,,,,,,,,,,,,2014
1371,,,,,,,,,,,,,2014
1372,,,,,,,,,,,,,2014
1373,,,,,,,,,,,,,2014
1374,0.09000,0.04100,-0.03900,0,,,,,,,,,2013
1375,0.12400,0.04300,-0.04000,0,,,,,,,,,2013
1376,,,,,,,,,,,,,2014
1377,,,,,,,,,,,,,2014
1378,,,,,,,,,,,,,2014
1379,,,,,,,,,,,,,2014
1380,,,,,,,,,,,,,2014
1381,,,,,,,,,,,,,2014
1382,,,,,,,,,,,,,2014
1383,,,,,,,,,,,,,2014
1384,,,,,,,,,,,,,2014
1385,,,,,,,,,,,,,2014
1386,,,,,,,,,,,,,2014
1387,,,,,,,,,,,,,2014
1388,,,,,,,,,,,,,2014
1389,,,,,,,,,,,,,2014
1390,,,,,,,,,,,,,2014
1391,,,,,,,,,,,,,2014
1392,,,,,,,,,,,,,2014
1393,,,,,,,,,,,,,2014
1394,,,,,,,,,,,,,2014
1395,,,,,,,,,,,,,2014
1396,,,,,,,,,,,,,2014
1397,,,,,,,,,,,,,2014
1398,,,,,,,,,,,,,2014
1399,,,,,,,,,,,,,2014
1400,,,,,,,,,,,,,2014
1401,,,,,,,,,,,,,2014
1402,,,,,,,,,,,,,2014
1403,,,,,,,,,,,,,2014
1404,,,,,,,,,,,,,2014
1405,,,,,,,,,,,,,2014
1406,,,,,,,,,,,,,2014
1407,,,,,,,,,,,,,2014
1408,,,,,,,,,,,,,2014
1409,,,,,,,,,,,,,2014
1410,,,,,,,,,,,,,2014
1411,,,,,,,,,,,,,2014
1412,,,,,,,,,,,,,2014
1413,,,,,,,,,,,,,2014
1414,,,,,,,,,,,,,2014
1415,,,,,,,,,,,,,2014
1416,,,,,,,,,,,,,2014
1417,,,,,,,,,,,,,2014
1418,,,,,,,,,,,,,2014
1419,,,,,,,,,,,,,2014
1420,,,,,,,,,,,,,2014
1421,,,,,,,,,,,,,2014
1422,,,,,,,,,,,,,2014
1423,,,,,,,,,,,,,2014
1424,,,,,,,,,,,,,2014
1425,,,,,,,,,,,,,2014
1426,,,,,,,,,,,,,2014
1427,,,,,,,,,,,,,2014
1428,0.01900,0.01000,-0.01000,0,,,,,,,,,2013
1429,0.04700,0.01700,-0.01500,0,,,,,,,,,2013
1430,,,,,,,,,,,,,2014
1431,,,,,,,,,,,,,2014
1432,,,,,,,,,,,,,2014
1433,,,,,,,,,,,,,2014
1434,,,,,,,,,,,,,2014
1435,,,,,,,,,,,,,2014
1436,,,,,,,,,,,,,2014
1437,,,,,,,,,,,,,2014
1438,,,,,,,,,,,,,2014
1439,,,,,,,,,,,,,2014
1440,,,,,,,,,,,,,2014
1441,,,,,,,,,,,,,2014
1442,,,,,,,,,,,,,2014
1443,,,,,,,,,,,,,2014
1444,,,,,,,,,,,,,2014
1445,,,,,,,,,,,,,2014
1446,,,,,,,,,,,,,2014
1447,,,,,,,,,,,,,2014
1448,,,,,,,,,,,,,2014
1449,,,,,,,,,,,,,2014
1450,,,,,,,,,,,,,2014
1451,,,,,,,,,,,,,2014
1452,,,,,,,,,,,,,2014
1453,,,,,,,,,,,,,2014
1454,,,,,,,,,,,,,2014
1455,,,,,,,,,,,,,2014
1456,,,,,,,,,,,,,2014
1457,,,,,,,,,,,,,2014
1458,,,,,,,,,,,,,2014
1459,,,,,,,,,,,,,2014
1460,,,,,,,,,,,,,2014
1461,,,,,,,,,,,,,2014
1462,,,,,,,,,,,,,2014
1463,,,,,,,,,,,,,2014
1464,,,,,,,,,,,,,2014
1465,,,,,,,,,,,,,2014
1466,,,,,,,,,,,,,2014
1467,,,,,,,,,,,,,2014
1468,,,,,,,,,,,,,2014
1469,,,,,,,,,,,,,2014
1470,,,,,,,,,,,,,2014
1471,,,,,,,,,,,,,2014
1472,,,,,,,,,,,,,2014
1473,,,,,,,,,,,,,2014
1474,,,,,,,,,,,,,2014
1475,,,,,,,,,,,,,2014
1476,,,,,,,,,,,,,2014
1477,,,,,,,,,,,,,2014
1478,,,,,,,,,,,,,2014
1479,,,,,,,,,,,,,2014
1480,,,,,,,,,,,,,2014
1481,,,,,,,,,,,,,2014
1482,,,,,,,,,,,,,2014
1483,,,,,,,,,,,,,2014
1484,,,,,,,,,,,,,2014
1485,,,,,,,,,,,,,2014
1486,,,,,,,,,,,,,2014
1487,,,,,,,,,,,,,2014
1488,,,,,,,,,,,,,2014
1489,,,,,,,,,,,,,2014
1490,,,,,,,,,,,,,2014
1491,,,,,,,,,,,,,2014
1492,,,,,,,,,,,,,2014
1493,,,,,,,,,,,,,2014
1494,,,,,,,,,,,,,2014
1495,,,,,,,,,,,,,2014
1496,,,,,,,,,,,,,2014
1497,,,,,,,,,,,,,2014
1498,,,,,,,,,,,,,2014
1499,,,,,,,,,,,,,2014
1500,,,,,,,,,,,,,2014
1501,,,,,,,,,,,,,2014
1502,,,,,,,,,,,,,2014
1503,,,,,,,,,,,,,2014
1504,,,,,,,,,,,,,2014
1505,,,,,,,,,,,,,2014
1506,,,,,,,,,,,,,2014
1507,,,,,,,,,,,,,2014
1508,,,,,,,,,,,,,2014
1509,,,,,,,,,,,,,2014
1510,,,,,,,,,,,,,2014
1511,,,,,,,,,,,,,2014
1512,,,,,,,,,,,,,2014
1513,,,,,,,,,,,,,2014
1514,,,,,,,,,,,,,2014
1515,,,,,,,,,,,,,2014
1516,,,,,,,,,,,,,2014
1517,,,,,,,,,,,,,2014
1518,,,,,,,,,,,,,2014
1519,,,,,,,,,,,,,2014
1520,,,,,,,,,,,,,2014
1521,,,,,,,,,,,,,2014
1522,,,,,,,,,,,,,2014
1523,,,,,,,,,,,,,2014
1524,,,,,,,,,,,,,2014
1525,,,,,,,,,,,,,2014
1526,0.23800,0.03700,-0.01800,0,,,,,,,,,2013
1527,0.05600,0.00900,-0.00400,0,,,,,,,,,2013
1528,,,,,,,,,,,,,2014
1529,,,,,,,,,,,,,2014
1530,,,,,,,,,,,,,2014
1531,,,,,,,,,,,,,2014
1532,,,,,,,,,,,,,2014
1533,,,,,,,,,,,,,2014
1534,,,,,,,,,,,,,2014
1535,,,,,,,,,,,,,2014
1536,,,,,,,,,,,,,2014
1537,,,,,,,,,,,,,2014
1538,,,,,,,,,,,,,2014
1539,,,,,,,,,,,,,2014
1540,,,,,,,,,,,,,2014
1541,,,,,,,,,,,,,2014
1542,,,,,,,,,,,,,2014
1543,,,,,,,,,,,,,2014
1544,,,,,,,,,,,,,2014
1545,,,,,,,,,,,,,2014
1546,,,,,,,,,,,,,2014
1547,,,,,,,,,,,,,2014
1548,,,,,,,,,,,,,2014
1549,0.02000,0.00400,-0.00400,0,,,,,,,,,2014
1550,0.00900,0.00600,-0.00600,0,,,,,,,,,2014
1551,0.00020,0.00380,-0.00380,0,,,,,,,,,2014
1552,12.60000,6.30000,-6.30000,0,,,,,,,,,2014
1553,0.00200,0.01000,-0.01000,0,,,,,,,,,2014
1554,0.00800,0.02000,-0.02000,0,,,,,,,,,2014
1555,,,,,,,,,132.00,6.90,-6.90,0,2013
1556,,,,,,,,,,,,,2013
1557,0.93900,0.08500,-0.08500,0,,,,,1056.00,36.00,-36.00,0,2014
1558,0.21100,0.06900,-0.06600,0,,,,,,,,,2014
1559,0.81000,0.18000,-0.18000,0,,,,,2000.00,,,0,2007
1560,0.01000,0.01500,-0.00500,0,,,,,,,,,2008
1561,0.90000,0.40000,-0.40000,0,,,,,,,,,2008
1562,0.23000,0.05000,-0.05000,0,,,,,,,,,2009
1563,4.80000,2.10000,-2.40000,0,,,,,3600.00,1300.00,-1300.00,0,2013
1564,0.03270,0.00500,-0.00500,0,,,,,,,,,2011
1565,0.15700,0.13800,-0.07500,0,,,,,,,,,2010
1566,2.60000,4.10000,-1.60000,0,,,,,,,,,2010
1567,1.50000,0.80000,-0.30000,0,,,,,2300.00,600.00,-600.00,0,2012
1568,11.00000,2.00000,-2.00000,0,,,,,2800.00,400.00,-400.00,0,2012
1569,4.80000,0.30000,-0.30000,0,,,,,7720.00,440.00,-440.00,0,2012
1570,11.60000,13.40000,-5.60000,0,,,,,7560.00,910.00,-910.00,0,2013
1571,,,,,0.34000,0.05000,-0.05000,0,,,,,2014
1572,,,,,0.40000,0.11000,-0.11000,0,,,,,2014
1573,,,,,1.54000,0.24000,-0.24000,0,,,,,2014
1574,,,,,19.80000,,,0,,,,,2007
1575,2.60000,0.80000,-0.80000,0,,,,,,,,,2004
1576,3.80000,0.40000,-0.40000,0,,,,,,,,,2005
1577,0.04000,,,0,,,,,,,,,2006
1578,0.01700,,,0,,,,,,,,,2005
1579,0.71000,0.08000,-0.08000,0,,,,,,,,,2008
1580,0.27000,0.03000,-0.03000,0,,,,,,,,,2008
1581,0.06940,,,0,,,,,,,,,2009
1582,0.53000,0.21000,-0.21000,0,,,,,2570.00,610.00,-610.00,0,2012
1583,0.11000,0.02000,-0.02000,0,,,,,4080.00,300.00,-300.00,0,2012
1584,0.68000,0.10000,-0.10000,0,,,,,4080.00,300.00,-300.00,0,2012
1585,1.85000,0.19000,-0.19000,0,,,,,1760.00,130.00,-130.00,0,2013
1586,2.73000,0.43000,-0.43000,0,,,,,4970.00,290.00,-290.00,0,2013
1587,4.50000,1.50000,-1.50000,0,,,,,,,,,2008
1588,0.62000,0.14000,-0.14000,0,,,,,,,,,2004
1589,1.39000,0.18000,-0.17000,0,,,,,,,,,2002
1590,0.55000,0.10000,-0.10000,0,,,,,,,,,2004
1591,1.26000,0.16000,-0.16000,0,,,,,600.00,,,0,2004
1592,1.18000,0.14000,-0.13000,0,,,,,2500.00,250.00,-250.00,0,2004
1593,1.01000,0.15000,-0.15000,0,,,,,,,,,2007
1594,1.03000,0.20000,-0.20000,0,,,,,,,,,2007
1595,21.00000,3.00000,-3.00000,0,,,,,,,,,2006
1596,2.31000,0.77000,-0.77000,0,,,,,1200.00,600.00,-600.00,0,2013
1597,0.54000,0.03900,-0.03900,0,,,,,,,,,2012
1598,1.84400,0.06400,-0.06400,0,,,,,,,,,2012
1599,0.00007,,,0,,,,,,,,,1992
1600,0.01300,,,0,,,,,,,,,1992
1601,0.01200,0.00060,-0.00060,0,,,,,,,,,1994
1602,2.50000,1.00000,-1.00000,0,,,,,,,,,2003
1603,1.20000,,,-1,,,,,1200.00,300.00,-300.00,0,2011
1604,1.09000,0.08400,-0.08100,0,,,,,,,,,2010
1605,2.48700,0.08600,-0.08600,0,,,,,,,,,2011
1606,10.50000,4.50000,-4.50000,0,,,,,135.00,,,0,2013
1607,16.00000,4.00000,-4.00000,0,,,,,120.00,10.00,-10.00,0,2013
1608,13.00000,7.00000,-7.00000,0,,,,,,,,,2010
1609,3.80000,,,0,,,,,8500.00,,,0,2006
1610,9.70000,5.60000,-4.50000,0,,,,,8500.00,,,0,2006
1611,0.75200,0.04700,-0.04600,0,,,,,152.30,6.70,-6.70,0,2004
1612,1.91000,0.07500,-0.08000,0,,,,,228.00,12.00,-12.00,0,2007
1613,0.91900,0.07300,-0.07300,0,,,,,492.00,39.00,-39.00,0,2007
1614,1.77800,0.06300,-0.06300,0,,,,,360.00,11.00,-11.00,0,2011
1615,14.00000,2.00000,-8.00000,0,,,,,,,,,2008
1616,3.20000,0.70000,-0.70000,0,,,,,,,,,2007
1617,0.91800,0.09100,-0.09000,0,,,,,408.00,27.00,-27.00,0,2007
1618,0.91400,0.09200,-0.09200,0,,,,,147.00,17.00,-17.00,0,2007
1619,1.76000,0.08000,-0.14000,0,,,,,220.00,,,0,2007
1620,1.23700,0.06400,-0.06400,0,,,,,300.00,50.00,-50.00,0,2007
1621,1.56800,0.07100,-0.07100,0,,,,,300.00,50.00,-50.00,0,2008
1622,0.50300,0.01900,-0.03800,0,,,,,,,,,2009
1623,0.96000,0.13000,-0.13000,0,,,,,140.00,15.00,-15.00,0,2008
1624,2.24400,0.07900,-0.09300,0,,,,,87.00,7.00,-7.00,0,2010
1625,3.15000,0.13000,-0.11000,0,,,,,90.00,20.00,-20.00,0,2008
1626,0.48700,0.01800,-0.01800,0,,,,,121.70,4.20,-4.20,0,2008
1627,1.41000,0.10000,-0.10000,0,,,,,,,,,2008
1628,0.47700,0.04400,-0.04900,0,,,,,155.00,18.00,-18.00,0,2009
1629,7.34100,0.50800,-0.49600,0,,,,,160.00,20.00,-20.00,0,2008
1630,0.54200,0.05000,-0.05000,0,,,,,,,,,2009
1631,0.85500,0.04300,-0.07600,0,,,,,,,,,2009
1632,0.49000,0.05900,-0.05600,0,,,,,400.00,60.00,-60.00,0,2009
1633,10.43000,0.38000,-0.38000,0,,,,,105.49,11.77,-15.14,0,2009
1634,1.16800,0.02300,-0.02300,0,,,,,250.00,80.00,-60.00,0,2009
1635,0.30000,0.01100,-0.01100,0,,,,,242.00,50.00,-30.00,0,2010
1636,0.58800,0.01700,-0.01700,0,,,,,300.00,,,0,2010
1637,0.88400,0.08800,-0.09900,0,,,,,,,,,2010
1638,1.07100,0.03600,-0.03800,0,,,,,,,,,2010
1639,0.58000,0.04000,-0.04000,0,,,,,,,,,2010
1640,1.02800,0.02100,-0.02100,0,,,,,250.00,15.00,-15.00,0,2010
1641,0.24400,0.02000,-0.02000,0,,,,,70.00,,,0,2010
1642,0.47800,0.02900,-0.02900,0,,,,,360.00,30.00,-30.00,0,2010
1643,3.60000,0.07000,-0.07000,0,,,,,,,,,2010
1644,4.10000,,,1,,,,,116.14,12.62,-16.13,0,2010
1645,0.59000,0.01000,-0.01000,0,,,,,120.00,15.00,-15.00,0,2010
1646,0.72000,0.06000,-0.06000,0,,,,,,,,,2011
1647,2.30300,0.06800,-0.06800,0,,,,,450.00,120.00,-120.00,0,2011
1648,1.80000,0.17000,-0.17000,0,,,,,343.00,36.00,-36.00,0,2010
1649,2.69100,0.05800,-0.05800,0,,,,,110.00,20.00,-20.00,0,2010
1650,0.28000,0.03000,-0.03000,0,,,,,230.00,80.00,-80.00,0,2011
1651,0.92000,0.06000,-0.06000,0,,,,,180.00,60.00,-60.00,0,2010
1652,0.50000,0.03500,-0.03500,0,,,,,160.00,40.00,-40.00,0,2012
1653,1.78000,0.10000,-0.10000,0,,,,,80.00,20.00,-20.00,0,2011
1654,0.88900,0.06200,-0.06200,0,,,,,,,,,2011
1655,1.00700,0.05300,-0.05300,0,,,,,,,,,2011
1656,2.10100,0.07300,-0.07300,0,,,,,,,,,2011
1657,1.14000,0.05000,-0.05000,0,,,,,200.00,30.00,-30.00,0,2012
1658,0.98000,0.09000,-0.09000,0,,,,,,,,,2011
1659,0.37800,0.02700,-0.02700,0,,,,,170.00,20.00,-20.00,0,2012
1660,1.46800,0.09100,-0.08600,0,,,,,230.00,40.00,-40.00,0,2011
1661,0.46000,0.02000,-0.02000,0,,,,,140.00,20.00,-20.00,0,2012
1662,0.63600,0.02500,-0.02400,0,,,,,200.00,30.00,-30.00,0,2012
1663,0.57000,0.04000,-0.04000,0,,,,,330.00,50.00,-50.00,0,2012
1664,0.57100,0.03400,-0.03500,0,,,,,255.00,40.00,-40.00,0,2012
1665,0.67200,0.04900,-0.04600,0,,,,,455.00,80.00,-80.00,0,2012
1666,0.89000,0.07000,-0.07000,0,,,,,300.00,50.00,-50.00,0,2012
1667,0.86300,0.04500,-0.04500,0,,,,,125.00,25.00,-25.00,0,2012
1668,0.51400,0.03400,-0.03400,0,,,,,400.00,60.00,-60.00,0,2012
1669,2.06000,0.17000,-0.17000,0,,,,,480.00,65.00,-65.00,0,2012
1670,0.57000,0.04000,-0.04000,0,,,,,160.00,30.00,-30.00,0,2012
1671,0.38000,0.03000,-0.03000,0,,,,,330.00,50.00,-50.00,0,2012
1672,1.27100,0.06800,-0.06800,0,,,,,350.00,90.00,-90.00,0,2012
1673,1.55000,0.16000,-0.16000,0,,,,,310.00,50.00,-50.00,0,2013
1674,2.32000,0.13000,-0.13000,0,,,,,380.00,100.00,-100.00,0,2012
1675,0.42000,0.04000,-0.04000,0,,,,,225.00,45.00,-45.00,0,2012
1676,2.24200,0.08000,-0.08000,0,,,,,345.00,32.00,-32.00,0,2012
1677,1.54610,0.05900,-0.05600,0,,,,,340.00,60.00,-60.00,0,2012
1678,1.07000,0.05000,-0.05000,0,,,,,260.00,70.00,-70.00,0,2013
1679,1.76000,0.06000,-0.06000,0,,,,,93.00,5.00,-5.00,0,2012
1680,0.89000,0.08000,-0.08000,0,,,,,550.00,120.00,-120.00,0,2012
1681,0.90000,0.08000,-0.08000,0,,,,,240.00,50.00,-50.00,0,2012
1682,0.55400,0.03000,-0.03900,0,,,,,60.00,20.00,-20.00,0,2012
1683,1.49000,0.08800,-0.08800,0,,,,,470.00,35.00,-35.00,0,2014
1684,7.50000,1.50000,-1.50000,0,,,,,19.20,0.60,-0.60,0,2011
1685,4.01000,0.35000,-0.35000,0,,,,,3200.00,900.00,-400.00,0,2012
1686,1.12000,0.16000,-0.16000,0,,,,,1000.00,,,0,2014
1687,22.00000,2.00000,-2.00000,0,,,,,10.10,1.90,-1.40,0,2012
1688,0.92000,0.08000,-0.08000,0,,,,,172.00,12.00,-12.00,0,2006
1689,0.56500,0.05400,-0.05400,0,,,,,148.00,10.00,-10.00,0,2007
1690,11.79000,0.59000,-0.59000,0,,,,,174.00,18.00,-18.00,0,2007
1691,1.78000,0.08000,-0.08000,0,,,,,293.00,19.00,-19.00,0,2008
1692,1.05900,0.02800,-0.02800,0,,,,,260.00,12.00,-12.00,0,2008
